001E07AF.esd,stNIB-v1_06735,Sotub07g024120
PPCCP91TH,stNIB-v1_16073,Sotub01g013980
PPCCQ52TH,stNIB-v1_02099,Sotub02g028360
PPCCQ69TH,stNIB-v1_09805,Sotub02g006530
PPCCR01TH,stNIB-v1_00224,Sotub01g006200
PPCCR16TH,stNIB-v1_01618,Sotub12g025090
PPCCR20TH,stNIB-v1_05996,Sotub10g020320
PPCCR23TH,stNIB-v1_10581,Sotub09g018340
PPCCR45TH,stNIB-v1_11786,Sotub04g026330
PPCCS03TH,stNIB-v1_11678,Sotub04g024200
PPCCS28TH,stNIB-v1_15450,Sotub01g045700
PPCCS50TH,stNIB-v1_15046,Sotub09g009180
PPCCS52TH,stNIB-v1_11977,Sotub02g024780
PPCCS62TH,stNIB-v1_34078,PPCCS62TH
PPCCS71TH,stNIB-v1_08199,Sotub04g007890
PotatoF0028.scf,stNIB-v1_16645,Sotub04g012510
PotatoF0073.scf,stNIB-v1_02072,Sotub01g036620
PotatoF0150.scf,stNIB-v1_34366,PotatoF0150.scf
PotatoF0162.scf,stNIB-v1_04936,Sotub10g028400
PotatoF0169.scf,stNIB-v1_01465,Sotub06g033420
PotatoF0256.scf,stNIB-v1_07472,Sotub08g006480
PotatoF0291.scf,stNIB-v1_34497,PotatoF0599.scf
PotatoF0347.scf,stNIB-v1_08880,Sotub09g014820
PotatoF0350.scf,stNIB-v1_01587,Sotub03g035640
PotatoF0389.scf,stNIB-v1_27146,PotatoF0389.scf
PotatoF0399.scf,stNIB-v1_11347,Sotub01g015340
PotatoF0403.scf,stNIB-v1_02212,Sotub04g033900
PotatoF0497.scf,stNIB-v1_00269,Sotub11g023820
PotatoF0506.scf,stNIB-v1_26741,PotatoF0506.scf
PotatoF0515.scf,stNIB-v1_34564,PotatoF0515.scf
PotatoF0523.scf,stNIB-v1_35510,PotatoF0523.scf
PotatoF0599.scf,stNIB-v1_34497,PotatoF0599.scf
PotatoF0632.scf,stNIB-v1_06343,Sotub09g027230
PotatoF0700.scf,stNIB-v1_27349,PotatoF0700.scf
PotatoF0706.scf,stNIB-v1_03020,Sotub07g029300
PotatoF0718.scf,stNIB-v1_26964,PotatoF0718.scf
PotatoF0754.scf,stNIB-v1_35156,PotatoF0754.scf
PotatoF0777.scf,stNIB-v1_15282,Sotub02g005790
PotatoF0799.scf,stNIB-v1_27028,PotatoF0799.scf
PotatoF0808.scf,stNIB-v1_02918,Sotub04g030380
PotatoF0841.scf,stNIB-v1_34182,PotatoF0841.scf
PotatoF0867.scf,stNIB-v1_00047,Sotub01g032750
PotatoF0877.scf,stNIB-v1_15282,Sotub02g005790
PotatoF0931.scf,stNIB-v1_34439,PotatoF0931.scf
PotatoF0958.scf,stNIB-v1_07957,Sotub03g023180
PotatoF0959.scf,stNIB-v1_06206,Sotub10g006560
PotatoF0984.scf,stNIB-v1_00127,Sotub10g010130
PotatoF0996.scf,stNIB-v1_12950,PGSC0003DMG400028295
PotatoF1007.scf,stNIB-v1_34269,PotatoF1007.scf
PotatoF1023.scf,stNIB-v1_09853,Sotub01g005120
PotatoF1045.scf,stNIB-v1_04323,Sotub08g008380
PotatoF1058.scf,stNIB-v1_34644,PotatoF1058.scf
PotatoF1059.scf,stNIB-v1_26697,PotatoF1059.scf
PotatoF1061.scf,stNIB-v1_15101,Sotub10g006620
PotatoF1064.scf,stNIB-v1_05209,Sotub08g008650
PotatoF1065.scf,stNIB-v1_04027,Sotub07g025350
PotatoF1070.scf,stNIB-v1_09657,Sotub01g034820
PotatoF1081.scf,stNIB-v1_06647,Sotub08g027920
PotatoF1083.scf,stNIB-v1_16711,Sotub04g019250
PotatoF1086.scf,stNIB-v1_26729,PotatoF1086.scf
PotatoF1087.scf,stNIB-v1_26726,PotatoF1087.scf
PotatoF1089.scf,stNIB-v1_26583,PotatoF1089.scf
PotatoF1094.scf,stNIB-v1_00047,Sotub01g032750
PotatoF1106.scf,stNIB-v1_26910,PotatoF1106.scf
PotatoF1116.scf,stNIB-v1_27020,PotatoF1116.scf
PotatoF1132.scf,stNIB-v1_12339,Sotub06g022540
PotatoF1147.scf,stNIB-v1_34504,PotatoF1147.scf
PotatoF1153.scf,stNIB-v1_10082,Sotub06g006400
PotatoF1161.scf,stNIB-v1_04031,Sotub07g025180
PotatoF1180.scf,stNIB-v1_33989,PotatoF1180.scf
PotatoF1194.scf,stNIB-v1_13238,PGSC0003DMG400029237
PotatoF1202.scf,stNIB-v1_15298,PGSC0003DMG401019682
PotatoF1203.scf,stNIB-v1_01807,Sotub11g023990
PotatoF1236.scf,stNIB-v1_04789,Sotub04g027940
PotatoF1257.scf,stNIB-v1_35230,PotatoF1257.scf
PotatoF1271.scf,stNIB-v1_01357,Sotub08g015460
PotatoF1276.scf,stNIB-v1_12981,Sotub05g005860
PotatoF1277.scf,stNIB-v1_16547,Sotub06g014300
PotatoF1293.scf,stNIB-v1_00398,Sotub03g017040
PotatoF1301.scf,stNIB-v1_03133,Sotub10g015490
PotatoF1304.scf,stNIB-v1_03133,Sotub10g015490
PotatoF1311.scf,stNIB-v1_14615,PGSC0003DMG400045132
PotatoF1312.scf,stNIB-v1_27289,PotatoF1312.scf
PotatoF1335.scf,stNIB-v1_02212,Sotub04g033900
PotatoF1362.scf,stNIB-v1_27355,PotatoF1362.scf
PotatoF1371.scf,stNIB-v1_03668,Sotub04g010370
PotatoF1396.scf,stNIB-v1_02344,Sotub08g019780
PotatoF1412.scf,stNIB-v1_35141,PotatoF1412.scf
PotatoF1413.scf,stNIB-v1_26866,PotatoF1413.scf
PotatoF1489.scf,stNIB-v1_05176,Sotub11g015500
PotatoF1496.scf,stNIB-v1_13429,PGSC0003DMG400029751
PotatoF1542.scf,stNIB-v1_27069,PotatoF1542.scf
PotatoF1544.scf,stNIB-v1_26639,PotatoF1544.scf
PotatoF1548.scf,stNIB-v1_17413,Sotub09g031410
PotatoF1549.scf,stNIB-v1_27336,PotatoF1549.scf
PotatoF1554.scf,stNIB-v1_10087,Sotub06g006650
PotatoF1558.scf,stNIB-v1_02152,Sotub02g026800
PotatoF1576.scf,stNIB-v1_34758,PotatoF1576.scf
PotatoF1583.scf,stNIB-v1_08741,Sotub06g032310
PotatoF1611.scf,stNIB-v1_03461,Sotub06g029970
PotatoF1613.scf,stNIB-v1_34615,PotatoF1613.scf
PotatoF1625.scf,stNIB-v1_14373,Sotub05g022520
PotatoF1662.scf,stNIB-v1_34395,PotatoF1662.scf
PotatoF1668.scf,stNIB-v1_04031,Sotub07g025180
PotatoF1671.scf,stNIB-v1_26873,PotatoF1671.scf
PotatoF1717.scf,stNIB-v1_26607,PotatoF1717.scf
RA1nr054.scf,stNIB-v1_05629,Sotub03g016050
RA1nr082.scf,stNIB-v1_01666,Sotub12g032290
SDBN001A03u.scf,stNIB-v1_14651,PGSC0003DMG400040802
SDBN001A08u.scf,stNIB-v1_07985,Sotub03g024420
SDBN001A11u.scf,stNIB-v1_01970,Sotub01g019910
SDBN001A15u.scf,stNIB-v1_03393,Sotub08g009860
SDBN001A16u.scf,stNIB-v1_01450,PGSC0003DMG400002382
SDBN001A18u.scf,stNIB-v1_04029,Sotub07g025260
SDBN001A24u.scf,stNIB-v1_00750,Sotub02g012390
SDBN001B02u.scf,stNIB-v1_00908,Sotub02g034800
SDBN001B04u.scf,stNIB-v1_27625,SDBN001B04u.scf
SDBN001B06u.scf,stNIB-v1_12716,Sotub08g015030
SDBN001B11u.scf,stNIB-v1_33837,SDBN001B11u.scf
SDBN001B14u.scf,stNIB-v1_00880,Sotub05g006500
SDBN001B17u.scf,stNIB-v1_17142,Sotub07g025220
SDBN001B19u.scf,stNIB-v1_14633,PGSC0003DMG400040162
SDBN001B20u.scf,stNIB-v1_27688,SDBN001B20u.scf
SDBN001C01u.scf,stNIB-v1_03524,Sotub11g013180
SDBN001C03u.scf,stNIB-v1_02278,Sotub09g021280
SDBN001C07u.scf,stNIB-v1_34535,SDBN001C07u.scf
SDBN001C09u.scf,stNIB-v1_09711,Sotub07g014700
SDBN001C12u.scf,stNIB-v1_03299,Sotub03g032600
SDBN001C13u.scf,stNIB-v1_34986,SDBN001C13u.scf
SDBN001C16u.scf,stNIB-v1_10879,Sotub01g005290
SDBN001C18u.scf,stNIB-v1_16238,Sotub12g019240
SDBN001C20u.scf,stNIB-v1_03167,Sotub08g011990
SDBN001C22u.scf,stNIB-v1_11394,Sotub08g023710
SDBN001C24u.scf,stNIB-v1_11904,Sotub11g029460
SDBN001D01u.scf,stNIB-v1_02375,Sotub08g005610
SDBN001D02u.scf,stNIB-v1_01686,Sotub01g038430
SDBN001D06u.scf,stNIB-v1_01821,Sotub11g028230
SDBN001D08u.scf,stNIB-v1_09920,Sotub02g037860
SDBN001D09u.scf,stNIB-v1_14998,Sotub05g023320
SDBN001D14u.scf,stNIB-v1_27284,SDBN001D14u.scf
SDBN001D16u.scf,stNIB-v1_10960,Sotub01g011310
SDBN001D20u.scf,stNIB-v1_08712,Sotub05g012910
SDBN001D21u.scf,stNIB-v1_00284,Sotub11g024210
SDBN001E02u.scf,stNIB-v1_11655,Sotub01g038000
SDBN001E04u.scf,stNIB-v1_12251,Sotub08g007900
SDBN001E07u.scf,stNIB-v1_12589,Sotub04g012640
SDBN001E12u.scf,stNIB-v1_34769,SDBN001E12u.scf
SDBN001E17u.scf,stNIB-v1_03393,Sotub08g009860
SDBN001E18u.scf,stNIB-v1_01264,Sotub11g027940
SDBN001E20u.scf,stNIB-v1_13158,Sotub06g016270
SDBN001E21u.scf,stNIB-v1_00839,Sotub02g034880
SDBN001F01u.scf,stNIB-v1_07776,Sotub09g027080
SDBN001F02u.scf,stNIB-v1_06960,Sotub06g034720
SDBN001F04u.scf,stNIB-v1_02202,Sotub08g010120
SDBN001F08u.scf,stNIB-v1_10860,PGSC0003DMG400022721
SDBN001F09u.scf,stNIB-v1_07000,Sotub05g007780
SDBN001F10u.scf,stNIB-v1_04104,Sotub10g027200
SDBN001F11u.scf,stNIB-v1_09831,Sotub07g009820
SDBN001F12u.scf,stNIB-v1_15971,Sotub11g021270
SDBN001F13u.scf,stNIB-v1_09438,PGSC0003DMG400018885
SDBN001F14u.scf,stNIB-v1_07034,PGSC0003DMG400019143
SDBN001F21u.scf,stNIB-v1_27318,SDBN001F21u.scf
SDBN001F22u.scf,stNIB-v1_03654,Sotub06g014220
SDBN001F24u.scf,stNIB-v1_08279,Sotub01g014490
SDBN001G01u.scf,stNIB-v1_15159,PGSC0003DMG401013738
SDBN001G03u.scf,stNIB-v1_35602,SDBN001G03u.scf
SDBN001G11u.scf,stNIB-v1_34717,SDBN001G11u.scf
SDBN001G12u.scf,stNIB-v1_34514,SDBN001G12u.scf
SDBN001G13u.scf,stNIB-v1_10132,Sotub12g010730
SDBN001G14u.scf,stNIB-v1_03203,Sotub06g035030
SDBN001G19u.scf,stNIB-v1_11586,Sotub03g028600
SDBN001G20u.scf,stNIB-v1_13210,Sotub04g006450
SDBN001G21u.scf,stNIB-v1_04269,PGSC0003DMG400007497
SDBN001G22u.scf,stNIB-v1_34836,SDBN001G22u.scf
SDBN001H02u.scf,stNIB-v1_06863,Sotub02g028920
SDBN001H03u.scf,stNIB-v1_05731,Sotub02g015070
SDBN001H04u.scf,stNIB-v1_14156,Sotub01g006790
SDBN001H08u.scf,stNIB-v1_10628,Sotub07g028100
SDBN001H11u.scf,stNIB-v1_05156,Sotub11g013450
SDBN001H18u.scf,stNIB-v1_05552,Sotub04g036430
SDBN001H19u.scf,stNIB-v1_01344,Sotub09g012940
SDBN001H22u.scf,stNIB-v1_02919,Sotub04g030360
SDBN001I01u.scf,stNIB-v1_09329,Sotub11g027610
SDBN001I08u.scf,stNIB-v1_26846,SDBN001I08u.scf
SDBN001I09u.scf,stNIB-v1_02667,PGSC0003DMG400004495
SDBN001I13u.scf,stNIB-v1_03142,Sotub06g008540
SDBN001I14u.scf,stNIB-v1_10597,Sotub01g041440
SDBN001I17u.scf,stNIB-v1_12862,Sotub01g018320
SDBN001I18u.scf,stNIB-v1_01314,Sotub01g021400
SDBN001I19u.scf,stNIB-v1_15086,Sotub10g008390
SDBN001J02u.scf,stNIB-v1_08970,Sotub10g013960
SDBN001J06u.scf,stNIB-v1_10633,Sotub07g028370
SDBN001J07u.scf,stNIB-v1_14128,Sotub01g022440
SDBN001J10u.scf,stNIB-v1_13910,PGSC0003DMG400031034
SDBN001J13u.scf,stNIB-v1_04649,PGSC0003DMG400008258
SDBN001J18u.scf,stNIB-v1_01261,Sotub01g047460
SDBN001J19u.scf,stNIB-v1_13686,Sotub05g009210
SDBN001J20u.scf,stNIB-v1_04271,PGSC0003DMG400007499
SDBN001J22u.scf,stNIB-v1_07319,Sotub02g025790
SDBN001J23u.scf,stNIB-v1_34707,SDBN001J23u.scf
SDBN001K05u.scf,stNIB-v1_14417,PGSC0003DMG400039328
SDBN001K06u.scf,stNIB-v1_14073,Sotub02g020370
SDBN001K14u.scf,stNIB-v1_10493,Sotub02g022840
SDBN001K17u.scf,stNIB-v1_34270,SDBN001K17u.scf
SDBN001K22u.scf,stNIB-v1_12427,Sotub04g017650
SDBN001L01u.scf,stNIB-v1_35394,SDBN001L01u.scf
SDBN001L02u.scf,stNIB-v1_10035,Sotub06g024800
SDBN001L05u.scf,stNIB-v1_34745,SDBN001L05u.scf
SDBN001L06u.scf,stNIB-v1_08602,Sotub03g023000
SDBN001L07u.scf,stNIB-v1_03429,PGSC0003DMG400005873
SDBN001L09u.scf,stNIB-v1_04480,Sotub12g026920
SDBN001L11u.scf,stNIB-v1_00201,Sotub12g009230
SDBN001L18u.scf,stNIB-v1_13325,Sotub04g007440
SDBN001L20u.scf,stNIB-v1_06986,Sotub04g022760
SDBN001L22u.scf,stNIB-v1_10623,Sotub07g027920
SDBN001M05u.scf,stNIB-v1_00626,Sotub06g034830
SDBN001M06u.scf,stNIB-v1_08054,Sotub12g027290
SDBN001M10u.scf,stNIB-v1_05555,PGSC0003DMG400010016
SDBN001M11u.scf,stNIB-v1_16950,Sotub06g012950
SDBN001M12u.scf,stNIB-v1_04181,Sotub10g027720
SDBN001M21u.scf,stNIB-v1_14489,PGSC0003DMG400035852
SDBN001M22u.scf,stNIB-v1_06277,Sotub10g020230
SDBN001M23u.scf,stNIB-v1_03750,Sotub12g022570
SDBN001N02u.scf,stNIB-v1_15814,Sotub03g025510
SDBN001N05u.scf,stNIB-v1_00529,Sotub01g007280
SDBN001N07u.scf,stNIB-v1_15368,Sotub05g012040
SDBN001N08u.scf,stNIB-v1_13157,Sotub06g016510
SDBN001N09u.scf,stNIB-v1_15702,Sotub09g010290
SDBN001N12u.scf,stNIB-v1_15765,Sotub08g018750
SDBN001N14u.scf,stNIB-v1_13272,Sotub12g027680
SDBN001N17u.scf,stNIB-v1_15130,Sotub04g014330
SDBN001N18u.scf,stNIB-v1_06183,Sotub10g006510
SDBN001N19u.scf,stNIB-v1_00997,Sotub02g026050
SDBN001N22u.scf,stNIB-v1_16078,Sotub01g023810
SDBN001N23u.scf,stNIB-v1_33374,SDBN001N23u.scf
SDBN001O03u.scf,stNIB-v1_26768,SDBN001O03u.scf
SDBN001O17u.scf,stNIB-v1_08066,Sotub12g027130
SDBN001O19u.scf,stNIB-v1_11714,Sotub01g040710
SDBN001O22u.scf,stNIB-v1_17482,Sotub10g018360
SDBN001P02u.scf,stNIB-v1_16111,Sotub01g017870
SDBN001P05u.scf,stNIB-v1_06283,Sotub10g020130
SDBN001P06u.scf,stNIB-v1_33496,SDBN001P06u.scf
SDBN001P09u.scf,stNIB-v1_02191,Sotub02g026810
SDBN001P14u.scf,stNIB-v1_15165,Sotub03g030860
SDBN001P16u.scf,stNIB-v1_06268,Sotub10g020180
SDBN001P17u.scf,stNIB-v1_27984,PGSC0003DMG400035597
SDBN001P21u.scf,stNIB-v1_00759,Sotub06g034770
SDBN001P23u.scf,stNIB-v1_06779,Sotub04g020500
SDBN002A01u.scf,stNIB-v1_08518,Sotub02g030790
SDBN002A05u.scf,stNIB-v1_15915,Sotub09g029280
SDBN002A06u.scf,stNIB-v1_27948,PGSC0003DMG400000036
SDBN002A08u.scf,stNIB-v1_16019,Sotub01g006160
SDBN002A11u.scf,stNIB-v1_12435,Sotub06g027470
SDBN002A15u.scf,stNIB-v1_10324,Sotub10g008150
SDBN002A16u.scf,stNIB-v1_02411,Sotub02g031770
SDBN002A18u.scf,stNIB-v1_04658,PGSC0003DMG400008276
SDBN002A19u.scf,stNIB-v1_13068,PGSC0003DMG400028613
SDBN002A21u.scf,stNIB-v1_35244,SDBN002A21u.scf
SDBN002A22u.scf,stNIB-v1_10133,PGSC0003DMG400020666
SDBN002A24u.scf,stNIB-v1_01553,Sotub03g036600
SDBN002B07u.scf,stNIB-v1_14600,Sotub11g010340
SDBN002B10u.scf,stNIB-v1_11599,Sotub03g029030
SDBN002B15u.scf,stNIB-v1_11872,Sotub04g008460
SDBN002B18u.scf,stNIB-v1_01013,Sotub01g048660
SDBN002B19u.scf,stNIB-v1_08233,Sotub09g005380
SDBN002B20u.scf,stNIB-v1_11115,Sotub11g005240
SDBN002C01u.scf,stNIB-v1_01763,Sotub07g016060
SDBN002C02u.scf,stNIB-v1_07441,Sotub03g034570
SDBN002C04u.scf,stNIB-v1_07459,PGSC0003DMG400024980
SDBN002C07u.scf,stNIB-v1_16044,Sotub01g009680
SDBN002C09u.scf,stNIB-v1_12153,Sotub01g029380
SDBN002C10u.scf,stNIB-v1_14382,Sotub05g019240
SDBN002C12u.scf,stNIB-v1_11698,Sotub01g040500
SDBN002C14u.scf,stNIB-v1_27324,SDBN002C14u.scf
SDBN002C15u.scf,stNIB-v1_00555,Sotub05g007440
SDBN002C20u.scf,stNIB-v1_34958,SDBN002C20u.scf
SDBN002C21u.scf,stNIB-v1_07489,Sotub06g023830
SDBN002C24u.scf,stNIB-v1_14023,Sotub02g036250
SDBN002D07u.scf,stNIB-v1_12061,Sotub01g046450
SDBN002D09u.scf,stNIB-v1_34834,SDBN002D09u.scf
SDBN002D11u.scf,stNIB-v1_10479,Sotub10g026860
SDBN002D12u.scf,stNIB-v1_15311,Sotub06g033630
SDBN002D14u.scf,stNIB-v1_02220,Sotub04g034040
SDBN002D15u.scf,stNIB-v1_06343,Sotub09g027230
SDBN002D17u.scf,stNIB-v1_17163,Sotub08g006400
SDBN002D21u.scf,stNIB-v1_03755,PGSC0003DMG400047039
SDBN002D22u.scf,stNIB-v1_04001,Sotub03g024480
SDBN002D23u.scf,stNIB-v1_14860,Sotub12g015780
SDBN002E01u.scf,stNIB-v1_06602,Sotub08g029170
SDBN002E06u.scf,stNIB-v1_07330,Sotub05g021700
SDBN002E08u.scf,stNIB-v1_04191,Sotub01g039250
SDBN002E09u.scf,stNIB-v1_03926,Sotub01g026410
SDBN002E16u.scf,stNIB-v1_12762,Sotub04g010200
SDBN002E17u.scf,stNIB-v1_02038,Sotub12g016700
SDBN002E18u.scf,stNIB-v1_05646,Sotub04g008600
SDBN002E19u.scf,stNIB-v1_12869,Sotub11g005360
SDBN002E22u.scf,stNIB-v1_01654,Sotub09g010970
SDBN002F04u.scf,stNIB-v1_07550,Sotub03g031490
SDBN002F05u.scf,stNIB-v1_16184,Sotub01g026190
SDBN002F06u.scf,stNIB-v1_07468,Sotub02g005750
SDBN002F09u.scf,stNIB-v1_12839,Sotub09g014910
SDBN002F10u.scf,stNIB-v1_02251,Sotub04g034120
SDBN002F13u.scf,stNIB-v1_09903,Sotub06g034270
SDBN002F14u.scf,stNIB-v1_08084,Sotub02g010100
SDBN002F15u.scf,stNIB-v1_09751,Sotub05g006370
SDBN002F16u.scf,stNIB-v1_08672,Sotub04g033000
SDBN002F17u.scf,stNIB-v1_09247,Sotub07g019720
SDBN002F18u.scf,stNIB-v1_05372,Sotub06g017030
SDBN002F19u.scf,stNIB-v1_27258,SDBN002F19u.scf
SDBN002F23u.scf,stNIB-v1_09109,Sotub03g025780
SDBN002G02u.scf,stNIB-v1_14003,Sotub02g009260
SDBN002G04u.scf,stNIB-v1_00338,Sotub10g018340
SDBN002G08u.scf,stNIB-v1_00898,Sotub02g035230
SDBN002G14u.scf,stNIB-v1_27922,PGSC0003DMG400034709
SDBN002G16u.scf,stNIB-v1_13910,PGSC0003DMG400031034
SDBN002G20u.scf,stNIB-v1_11281,Sotub01g041260
SDBN002G22u.scf,stNIB-v1_00815,Sotub07g008780
SDBN002G24u.scf,stNIB-v1_15602,Sotub02g035920
SDBN002H02u.scf,stNIB-v1_14275,Sotub06g027280
SDBN002H11u.scf,stNIB-v1_03102,Sotub03g018570
SDBN002H12u.scf,stNIB-v1_14478,Sotub05g021560
SDBN002H15u.scf,stNIB-v1_15758,Sotub07g025980
SDBN002H17u.scf,stNIB-v1_08782,Sotub11g005980
SDBN002H21u.scf,stNIB-v1_02070,Sotub01g036700
SDBN002H24u.scf,stNIB-v1_27809,PGSC0003DMG400018945
SDBN002I02u.scf,stNIB-v1_27219,SDBN002I02u.scf
SDBN002I08u.scf,stNIB-v1_03549,Sotub09g024980
SDBN002I10u.scf,stNIB-v1_00040,Sotub01g032610
SDBN002I12u.scf,stNIB-v1_12576,Sotub04g012970
SDBN002I14u.scf,stNIB-v1_02981,Sotub12g024470
SDBN002I17u.scf,stNIB-v1_01114,Sotub10g028710
SDBN002I18u.scf,stNIB-v1_14512,Sotub03g020160
SDBN002I21u.scf,stNIB-v1_13699,Sotub05g009560
SDBN002I23u.scf,stNIB-v1_26188,SDBN002I23u.scf
SDBN002I24u.scf,stNIB-v1_01257,Sotub09g006300
SDBN002J03u.scf,stNIB-v1_16141,Sotub01g022160
SDBN002J05u.scf,stNIB-v1_08651,Sotub09g021790
SDBN002J09u.scf,stNIB-v1_16847,Sotub05g017540
SDBN002J12u.scf,stNIB-v1_06789,Sotub01g042760
SDBN002J14u.scf,stNIB-v1_01362,Sotub08g015450
SDBN002J16u.scf,stNIB-v1_34885,SDBN002J16u.scf
SDBN002J20u.scf,stNIB-v1_03930,Sotub01g026550
SDBN002K04u.scf,stNIB-v1_08097,Sotub11g029630
SDBN002K10u.scf,stNIB-v1_13928,Sotub07g023710
SDBN002K12u.scf,stNIB-v1_01636,Sotub09g011080
SDBN002K14u.scf,stNIB-v1_02981,Sotub12g024470
SDBN002K16u.scf,stNIB-v1_10709,Sotub02g022200
SDBN002K17u.scf,stNIB-v1_10462,Sotub09g031280
SDBN002K19u.scf,stNIB-v1_12328,Sotub06g020570
SDBN002K22u.scf,stNIB-v1_13961,Sotub01g029120
SDBN002K23u.scf,stNIB-v1_08829,Sotub07g022690
SDBN002L05u.scf,stNIB-v1_13595,Sotub06g032270
SDBN002L08u.scf,stNIB-v1_16180,Sotub04g012820
SDBN002L10u.scf,stNIB-v1_06892,Sotub01g030500
SDBN002L11u.scf,stNIB-v1_07160,Sotub11g007360
SDBN002L12u.scf,stNIB-v1_27916,PGSC0003DMG400036001
SDBN002L14u.scf,stNIB-v1_27316,SDBN002L14u.scf
SDBN002L16u.scf,stNIB-v1_04005,Sotub05g023390
SDBN002L17u.scf,stNIB-v1_34471,SDBN002L17u.scf
SDBN002L20u.scf,stNIB-v1_16655,Sotub04g013950
SDBN002L21u.scf,stNIB-v1_02092,PGSC0003DMG400007782
SDBN002L22u.scf,stNIB-v1_10541,Sotub09g021250
SDBN002L24u.scf,stNIB-v1_07024,Sotub09g024270
SDBN002M02u.scf,stNIB-v1_05490,Sotub04g036500
SDBN002M04u.scf,stNIB-v1_07288,Sotub11g016470
SDBN002M08u.scf,stNIB-v1_13135,Sotub12g011340
SDBN002M18u.scf,stNIB-v1_04934,Sotub09g009250
SDBN002M22u.scf,stNIB-v1_27114,SDBN002M22u.scf
SDBN002N02u.scf,stNIB-v1_15918,Sotub06g028180
SDBN002N03u.scf,stNIB-v1_03767,Sotub04g009020
SDBN002N04u.scf,stNIB-v1_05477,Sotub04g036070
SDBN002N05u.scf,stNIB-v1_01618,Sotub12g025090
SDBN002N06u.scf,stNIB-v1_04271,PGSC0003DMG400007499
SDBN002N08u.scf,stNIB-v1_03934,Sotub01g026480
SDBN002N09u.scf,stNIB-v1_27288,SDBN002N09u.scf
SDBN002N15u.scf,stNIB-v1_07076,Sotub04g013160
SDBN002N18u.scf,stNIB-v1_11314,Sotub09g005920
SDBN002N19u.scf,stNIB-v1_12872,Sotub10g027190
SDBN002N24u.scf,stNIB-v1_14322,PGSC0003DMG400033546
SDBN002O02u.scf,stNIB-v1_26892,SDBN002O02u.scf
SDBN002O03u.scf,stNIB-v1_34760,SDBN002O03u.scf
SDBN002O04u.scf,stNIB-v1_08176,Sotub04g017260
SDBN002O08u.scf,stNIB-v1_28241,PGSC0003DMG400030389
SDBN002O09u.scf,stNIB-v1_06056,Sotub10g023490
SDBN002O11u.scf,stNIB-v1_26703,SDBN002O11u.scf
SDBN002O12u.scf,stNIB-v1_04495,PGSC0003DMG400007983
SDBN002O13u.scf,stNIB-v1_03680,Sotub04g010490
SDBN002O14u.scf,stNIB-v1_15990,Sotub01g038840
SDBN002O15u.scf,stNIB-v1_14424,Sotub05g023870
SDBN002O16u.scf,stNIB-v1_15013,PGSC0003DMG401007461
SDBN002O17u.scf,stNIB-v1_00360,Sotub02g035940
SDBN002O18u.scf,stNIB-v1_27665,SDBN002O18u.scf
SDBN002O20u.scf,stNIB-v1_10537,Sotub10g008750
SDBN002O21u.scf,stNIB-v1_26397,SDBN002O21u.scf
SDBN002O24u.scf,stNIB-v1_15064,Sotub08g028950
SDBN002P01u.scf,stNIB-v1_27173,SDBN002P01u.scf
SDBN002P03u.scf,stNIB-v1_26769,SDBN002P03u.scf
SDBN002P07u.scf,stNIB-v1_01383,Sotub05g019330
SDBN002P12u.scf,stNIB-v1_26919,SDBN002P12u.scf
SDBN002P13u.scf,stNIB-v1_28118,PGSC0003DMG400047170
SDBN002P14u.scf,stNIB-v1_09829,Sotub07g009780
SDBN002P15u.scf,stNIB-v1_28071,PGSC0003DMG400044907
SDBN002P17u.scf,stNIB-v1_27414,SDBN002P17u.scf
SDBN002P19u.scf,stNIB-v1_04201,Sotub10g016040
SDBN002P21u.scf,stNIB-v1_04614,Sotub10g020830
SDBN002P24u.scf,stNIB-v1_16078,Sotub01g023810
SDBN003A08u.scf,stNIB-v1_11376,Sotub04g023480
SDBN003A09u.scf,stNIB-v1_11793,Sotub05g006870
SDBN003A10u.scf,stNIB-v1_03803,Sotub06g014580
SDBN003A12u.scf,stNIB-v1_12626,Sotub11g028700
SDBN003A15u.scf,stNIB-v1_27400,SDBN003A15u.scf
SDBN003A17u.scf,stNIB-v1_10279,Sotub02g015460
SDBN003A18u.scf,stNIB-v1_35152,SDBN003A18u.scf
SDBN003A19u.scf,stNIB-v1_35193,SDBN003A19u.scf
SDBN003A20u.scf,stNIB-v1_02258,Sotub04g034280
SDBN003A21u.scf,stNIB-v1_27152,SDBN003A21u.scf
SDBN003A22u.scf,stNIB-v1_11764,Sotub10g006960
SDBN003A24u.scf,stNIB-v1_02139,Sotub02g009660
SDBN003B03u.scf,stNIB-v1_00311,Sotub11g024300
SDBN003B07u.scf,stNIB-v1_06587,Sotub08g028690
SDBN003B09u.scf,stNIB-v1_00976,Sotub02g026230
SDBN003B10u.scf,stNIB-v1_04402,Sotub12g006940
SDBN003B12u.scf,stNIB-v1_08087,Sotub02g010460
SDBN003B13u.scf,stNIB-v1_01827,Sotub11g028330
SDBN003B18u.scf,stNIB-v1_16276,Sotub09g021640
SDBN003B24u.scf,stNIB-v1_34651,SDBN003B24u.scf
SDBN003C07u.scf,stNIB-v1_07466,Sotub12g032750
SDBN003C09u.scf,stNIB-v1_34950,SDBN003C09u.scf
SDBN003C10u.scf,stNIB-v1_08252,Sotub10g018830
SDBN003C11u.scf,stNIB-v1_07476,Sotub11g016910
